repo_index,repo_name,repo_url,category,metric,value
21,Pegasus-rfi,https://github.com/sobri3195/Pegasus-rfi,Network Security,token_count,3
21,Pegasus-rfi,https://github.com/sobri3195/Pegasus-rfi,Network Security,security_keyword_hits,1
21,Pegasus-rfi,https://github.com/sobri3195/Pegasus-rfi,Network Security,has_ai_signal,0
21,Pegasus-rfi,https://github.com/sobri3195/Pegasus-rfi,Network Security,has_web_signal,0
21,Pegasus-rfi,https://github.com/sobri3195/Pegasus-rfi,Network Security,has_mobile_signal,0
21,Pegasus-rfi,https://github.com/sobri3195/Pegasus-rfi,Network Security,has_osint_signal,0
21,Pegasus-rfi,https://github.com/sobri3195/Pegasus-rfi,Network Security,has_automation_signal,0
21,Pegasus-rfi,https://github.com/sobri3195/Pegasus-rfi,Network Security,description_length,19
21,Pegasus-rfi,https://github.com/sobri3195/Pegasus-rfi,Network Security,inferred_language,Unknown
22,pegasus-allink,https://github.com/sobri3195/pegasus-allink,Network Security,token_count,23
22,pegasus-allink,https://github.com/sobri3195/pegasus-allink,Network Security,security_keyword_hits,0
22,pegasus-allink,https://github.com/sobri3195/pegasus-allink,Network Security,has_ai_signal,0
22,pegasus-allink,https://github.com/sobri3195/pegasus-allink,Network Security,has_web_signal,1
22,pegasus-allink,https://github.com/sobri3195/pegasus-allink,Network Security,has_mobile_signal,0
22,pegasus-allink,https://github.com/sobri3195/pegasus-allink,Network Security,has_osint_signal,0
22,pegasus-allink,https://github.com/sobri3195/pegasus-allink,Network Security,has_automation_signal,1
22,pegasus-allink,https://github.com/sobri3195/pegasus-allink,Network Security,description_length,134
22,pegasus-allink,https://github.com/sobri3195/pegasus-allink,Network Security,inferred_language,Python
23,pegasus-cms,https://github.com/sobri3195/pegasus-cms,Network Security,token_count,16
23,pegasus-cms,https://github.com/sobri3195/pegasus-cms,Network Security,security_keyword_hits,0
23,pegasus-cms,https://github.com/sobri3195/pegasus-cms,Network Security,has_ai_signal,0
23,pegasus-cms,https://github.com/sobri3195/pegasus-cms,Network Security,has_web_signal,1
23,pegasus-cms,https://github.com/sobri3195/pegasus-cms,Network Security,has_mobile_signal,0
23,pegasus-cms,https://github.com/sobri3195/pegasus-cms,Network Security,has_osint_signal,0
23,pegasus-cms,https://github.com/sobri3195/pegasus-cms,Network Security,has_automation_signal,1
23,pegasus-cms,https://github.com/sobri3195/pegasus-cms,Network Security,description_length,99
23,pegasus-cms,https://github.com/sobri3195/pegasus-cms,Network Security,inferred_language,Unknown
24,pegasus-cpscan,https://github.com/sobri3195/pegasus-cpscan,Network Security,token_count,6
24,pegasus-cpscan,https://github.com/sobri3195/pegasus-cpscan,Network Security,security_keyword_hits,0
24,pegasus-cpscan,https://github.com/sobri3195/pegasus-cpscan,Network Security,has_ai_signal,0
24,pegasus-cpscan,https://github.com/sobri3195/pegasus-cpscan,Network Security,has_web_signal,1
24,pegasus-cpscan,https://github.com/sobri3195/pegasus-cpscan,Network Security,has_mobile_signal,0
24,pegasus-cpscan,https://github.com/sobri3195/pegasus-cpscan,Network Security,has_osint_signal,0
24,pegasus-cpscan,https://github.com/sobri3195/pegasus-cpscan,Network Security,has_automation_signal,0
24,pegasus-cpscan,https://github.com/sobri3195/pegasus-cpscan,Network Security,description_length,39
24,pegasus-cpscan,https://github.com/sobri3195/pegasus-cpscan,Network Security,inferred_language,Python
25,scrapinst,https://github.com/sobri3195/scrapinst,Network Security,token_count,18
25,scrapinst,https://github.com/sobri3195/scrapinst,Network Security,security_keyword_hits,0
25,scrapinst,https://github.com/sobri3195/scrapinst,Network Security,has_ai_signal,0
25,scrapinst,https://github.com/sobri3195/scrapinst,Network Security,has_web_signal,0
25,scrapinst,https://github.com/sobri3195/scrapinst,Network Security,has_mobile_signal,0
25,scrapinst,https://github.com/sobri3195/scrapinst,Network Security,has_osint_signal,0
25,scrapinst,https://github.com/sobri3195/scrapinst,Network Security,has_automation_signal,1
25,scrapinst,https://github.com/sobri3195/scrapinst,Network Security,description_length,108
25,scrapinst,https://github.com/sobri3195/scrapinst,Network Security,inferred_language,Unknown
26,Pegasus-Scan-Radar,https://github.com/sobri3195/Pegasus-Scan-Radar,Network Security,token_count,6
26,Pegasus-Scan-Radar,https://github.com/sobri3195/Pegasus-Scan-Radar,Network Security,security_keyword_hits,0
26,Pegasus-Scan-Radar,https://github.com/sobri3195/Pegasus-Scan-Radar,Network Security,has_ai_signal,0
26,Pegasus-Scan-Radar,https://github.com/sobri3195/Pegasus-Scan-Radar,Network Security,has_web_signal,0
26,Pegasus-Scan-Radar,https://github.com/sobri3195/Pegasus-Scan-Radar,Network Security,has_mobile_signal,0
26,Pegasus-Scan-Radar,https://github.com/sobri3195/Pegasus-Scan-Radar,Network Security,has_osint_signal,0
26,Pegasus-Scan-Radar,https://github.com/sobri3195/Pegasus-Scan-Radar,Network Security,has_automation_signal,0
26,Pegasus-Scan-Radar,https://github.com/sobri3195/Pegasus-Scan-Radar,Network Security,description_length,54
26,Pegasus-Scan-Radar,https://github.com/sobri3195/Pegasus-Scan-Radar,Network Security,inferred_language,Unknown
27,Pegasus-YouTube-Report,https://github.com/sobri3195/Pegasus-YouTube-Report,Network Security,token_count,13
27,Pegasus-YouTube-Report,https://github.com/sobri3195/Pegasus-YouTube-Report,Network Security,security_keyword_hits,0
27,Pegasus-YouTube-Report,https://github.com/sobri3195/Pegasus-YouTube-Report,Network Security,has_ai_signal,0
27,Pegasus-YouTube-Report,https://github.com/sobri3195/Pegasus-YouTube-Report,Network Security,has_web_signal,0
27,Pegasus-YouTube-Report,https://github.com/sobri3195/Pegasus-YouTube-Report,Network Security,has_mobile_signal,0
27,Pegasus-YouTube-Report,https://github.com/sobri3195/Pegasus-YouTube-Report,Network Security,has_osint_signal,0
27,Pegasus-YouTube-Report,https://github.com/sobri3195/Pegasus-YouTube-Report,Network Security,has_automation_signal,0
27,Pegasus-YouTube-Report,https://github.com/sobri3195/Pegasus-YouTube-Report,Network Security,description_length,112
27,Pegasus-YouTube-Report,https://github.com/sobri3195/Pegasus-YouTube-Report,Network Security,inferred_language,Python
28,toolbox-pegasus,https://github.com/sobri3195/toolbox-pegasus,Network Security,token_count,7
28,toolbox-pegasus,https://github.com/sobri3195/toolbox-pegasus,Network Security,security_keyword_hits,0
28,toolbox-pegasus,https://github.com/sobri3195/toolbox-pegasus,Network Security,has_ai_signal,0
28,toolbox-pegasus,https://github.com/sobri3195/toolbox-pegasus,Network Security,has_web_signal,0
28,toolbox-pegasus,https://github.com/sobri3195/toolbox-pegasus,Network Security,has_mobile_signal,0
28,toolbox-pegasus,https://github.com/sobri3195/toolbox-pegasus,Network Security,has_osint_signal,0
28,toolbox-pegasus,https://github.com/sobri3195/toolbox-pegasus,Network Security,has_automation_signal,1
28,toolbox-pegasus,https://github.com/sobri3195/toolbox-pegasus,Network Security,description_length,39
28,toolbox-pegasus,https://github.com/sobri3195/toolbox-pegasus,Network Security,inferred_language,Unknown
29,Pegasus-cake,https://github.com/sobri3195/Pegasus-cake,Network Security,token_count,8
29,Pegasus-cake,https://github.com/sobri3195/Pegasus-cake,Network Security,security_keyword_hits,0
